similarity_threshold,related_threshold,source_set_amount,label,elapsed_time,inverted_index_time,inverted_index_ram_usage,related_sets
0.7,0.7,3000,NO FILTER,10.0,0.069,0.32,"[(96, 829, 0.7142857142857143), (202, 1009, 0.7142857142857143), (237, 1170, 0.9), (237, 734, 0.9), (238, 869, 0.8181818181818182), (259, 1136, 0.7142857142857143), (273, 1248, 0.8571428571428571), (417, 725, 1.0), (421, 1221, 0.8888888888888888), (566, 590, 0.7777777777777778), (583, 836, 0.75), (590, 566, 0.7777777777777778), (594, 721, 0.8), (624, 1175, 1.0), (653, 703, 0.75), (703, 653, 0.75), (721, 594, 0.8), (725, 417, 1.0), (733, 1223, 0.7142857142857143), (734, 237, 0.9), (734, 1170, 1.0), (829, 96, 0.7142857142857143), (836, 583, 0.75), (869, 238, 0.8181818181818182), (941, 1295, 0.7142857142857143), (1009, 202, 0.7142857142857143), (1100, 1142, 0.75), (1136, 259, 0.7142857142857143), (1142, 1100, 0.75), (1170, 237, 0.9), (1170, 734, 1.0), (1175, 624, 1.0), (1221, 421, 0.8888888888888888), (1223, 733, 0.7142857142857143), (1248, 273, 0.8571428571428571), (1295, 941, 0.7142857142857143), (1951, 2981, 1.0), (1951, 2538, 1.0), (1951, 2830, 1.0), (1951, 2738, 1.0), (1951, 2547, 1.0), (1951, 2836, 1.0), (1951, 2197, 1.0), (1951, 2841, 1.0), (1951, 2297, 1.0), (2197, 2981, 1.0), (2197, 2538, 1.0), (2197, 2830, 1.0), (2197, 2738, 1.0), (2197, 2547, 1.0), (2197, 2836, 1.0), (2197, 2841, 1.0), (2197, 2297, 1.0), (2197, 1951, 1.0), (2278, 2493, 0.9545454545454546), (2297, 2981, 1.0), (2297, 2538, 1.0), (2297, 2830, 1.0), (2297, 2738, 1.0), (2297, 2547, 1.0), (2297, 2836, 1.0), (2297, 2197, 1.0), (2297, 2841, 1.0), (2297, 1951, 1.0), (2493, 2278, 0.9545454545454546), (2538, 2981, 1.0), (2538, 2830, 1.0), (2538, 2738, 1.0), (2538, 2547, 1.0), (2538, 2836, 1.0), (2538, 2197, 1.0), (2538, 2841, 1.0), (2538, 2297, 1.0), (2538, 1951, 1.0), (2547, 2981, 1.0), (2547, 2538, 1.0), (2547, 2830, 1.0), (2547, 2738, 1.0), (2547, 2836, 1.0), (2547, 2197, 1.0), (2547, 2841, 1.0), (2547, 2297, 1.0), (2547, 1951, 1.0), (2715, 2883, 0.7), (2738, 2981, 1.0), (2738, 2538, 1.0), (2738, 2830, 1.0), (2738, 2547, 1.0), (2738, 2836, 1.0), (2738, 2197, 1.0), (2738, 2841, 1.0), (2738, 2297, 1.0), (2738, 1951, 1.0), (2830, 2981, 1.0), (2830, 2538, 1.0), (2830, 2738, 1.0), (2830, 2547, 1.0), (2830, 2836, 1.0), (2830, 2197, 1.0), (2830, 2841, 1.0), (2830, 2297, 1.0), (2830, 1951, 1.0), (2836, 2981, 1.0), (2836, 2538, 1.0), (2836, 2830, 1.0), (2836, 2738, 1.0), (2836, 2547, 1.0), (2836, 2197, 1.0), (2836, 2841, 1.0), (2836, 2297, 1.0), (2836, 1951, 1.0), (2841, 2981, 1.0), (2841, 2538, 1.0), (2841, 2830, 1.0), (2841, 2738, 1.0), (2841, 2547, 1.0), (2841, 2836, 1.0), (2841, 2197, 1.0), (2841, 2297, 1.0), (2841, 1951, 1.0), (2883, 2715, 0.7), (2981, 2538, 1.0), (2981, 2830, 1.0), (2981, 2738, 1.0), (2981, 2547, 1.0), (2981, 2836, 1.0), (2981, 2197, 1.0), (2981, 2841, 1.0), (2981, 2297, 1.0), (2981, 1951, 1.0)]"
0.7,0.75,3000,NO FILTER,6.502,0.069,0.32,"[(237, 1170, 0.9), (237, 734, 0.9), (238, 869, 0.8181818181818182), (273, 1248, 0.8571428571428571), (417, 725, 1.0), (421, 1221, 0.8888888888888888), (566, 590, 0.7777777777777778), (583, 836, 0.75), (590, 566, 0.7777777777777778), (594, 721, 0.8), (624, 1175, 1.0), (653, 703, 0.75), (703, 653, 0.75), (721, 594, 0.8), (725, 417, 1.0), (734, 1170, 1.0), (734, 237, 0.9), (836, 583, 0.75), (869, 238, 0.8181818181818182), (1100, 1142, 0.75), (1142, 1100, 0.75), (1170, 237, 0.9), (1170, 734, 1.0), (1175, 624, 1.0), (1221, 421, 0.8888888888888888), (1248, 273, 0.8571428571428571), (1951, 2981, 1.0), (1951, 2538, 1.0), (1951, 2830, 1.0), (1951, 2738, 1.0), (1951, 2547, 1.0), (1951, 2836, 1.0), (1951, 2197, 1.0), (1951, 2841, 1.0), (1951, 2297, 1.0), (2197, 2981, 1.0), (2197, 2538, 1.0), (2197, 2830, 1.0), (2197, 2738, 1.0), (2197, 2547, 1.0), (2197, 2836, 1.0), (2197, 2841, 1.0), (2197, 2297, 1.0), (2197, 1951, 1.0), (2278, 2493, 0.9545454545454546), (2297, 2981, 1.0), (2297, 2538, 1.0), (2297, 2830, 1.0), (2297, 2738, 1.0), (2297, 2547, 1.0), (2297, 2836, 1.0), (2297, 2197, 1.0), (2297, 2841, 1.0), (2297, 1951, 1.0), (2493, 2278, 0.9545454545454546), (2538, 2981, 1.0), (2538, 2830, 1.0), (2538, 2738, 1.0), (2538, 2547, 1.0), (2538, 2836, 1.0), (2538, 2197, 1.0), (2538, 2841, 1.0), (2538, 2297, 1.0), (2538, 1951, 1.0), (2547, 2981, 1.0), (2547, 2538, 1.0), (2547, 2830, 1.0), (2547, 2738, 1.0), (2547, 2836, 1.0), (2547, 2197, 1.0), (2547, 2841, 1.0), (2547, 2297, 1.0), (2547, 1951, 1.0), (2738, 2981, 1.0), (2738, 2538, 1.0), (2738, 2830, 1.0), (2738, 2547, 1.0), (2738, 2836, 1.0), (2738, 2197, 1.0), (2738, 2841, 1.0), (2738, 2297, 1.0), (2738, 1951, 1.0), (2830, 2981, 1.0), (2830, 2538, 1.0), (2830, 2738, 1.0), (2830, 2547, 1.0), (2830, 2836, 1.0), (2830, 2197, 1.0), (2830, 2841, 1.0), (2830, 2297, 1.0), (2830, 1951, 1.0), (2836, 2981, 1.0), (2836, 2538, 1.0), (2836, 2830, 1.0), (2836, 2738, 1.0), (2836, 2547, 1.0), (2836, 2197, 1.0), (2836, 2841, 1.0), (2836, 2297, 1.0), (2836, 1951, 1.0), (2841, 2981, 1.0), (2841, 2538, 1.0), (2841, 2830, 1.0), (2841, 2738, 1.0), (2841, 2547, 1.0), (2841, 2836, 1.0), (2841, 2197, 1.0), (2841, 2297, 1.0), (2841, 1951, 1.0), (2981, 2538, 1.0), (2981, 2830, 1.0), (2981, 2738, 1.0), (2981, 2547, 1.0), (2981, 2836, 1.0), (2981, 2197, 1.0), (2981, 2841, 1.0), (2981, 2297, 1.0), (2981, 1951, 1.0)]"
0.7,0.8,3000,NO FILTER,3.739,0.069,0.32,"[(237, 1170, 0.9), (237, 734, 0.9), (238, 869, 0.8181818181818182), (273, 1248, 0.8571428571428571), (417, 725, 1.0), (421, 1221, 0.8888888888888888), (594, 721, 0.8), (624, 1175, 1.0), (721, 594, 0.8), (725, 417, 1.0), (734, 1170, 1.0), (734, 237, 0.9), (869, 238, 0.8181818181818182), (1170, 237, 0.9), (1170, 734, 1.0), (1175, 624, 1.0), (1221, 421, 0.8888888888888888), (1248, 273, 0.8571428571428571), (1951, 2981, 1.0), (1951, 2538, 1.0), (1951, 2830, 1.0), (1951, 2738, 1.0), (1951, 2547, 1.0), (1951, 2836, 1.0), (1951, 2197, 1.0), (1951, 2841, 1.0), (1951, 2297, 1.0), (2197, 2981, 1.0), (2197, 2538, 1.0), (2197, 2830, 1.0), (2197, 2738, 1.0), (2197, 2547, 1.0), (2197, 2836, 1.0), (2197, 2841, 1.0), (2197, 2297, 1.0), (2197, 1951, 1.0), (2278, 2493, 0.9545454545454546), (2297, 2981, 1.0), (2297, 2538, 1.0), (2297, 2830, 1.0), (2297, 2738, 1.0), (2297, 2547, 1.0), (2297, 2836, 1.0), (2297, 2197, 1.0), (2297, 2841, 1.0), (2297, 1951, 1.0), (2493, 2278, 0.9545454545454546), (2538, 2981, 1.0), (2538, 2830, 1.0), (2538, 2738, 1.0), (2538, 2547, 1.0), (2538, 2836, 1.0), (2538, 2197, 1.0), (2538, 2841, 1.0), (2538, 2297, 1.0), (2538, 1951, 1.0), (2547, 2981, 1.0), (2547, 2538, 1.0), (2547, 2830, 1.0), (2547, 2738, 1.0), (2547, 2836, 1.0), (2547, 2197, 1.0), (2547, 2841, 1.0), (2547, 2297, 1.0), (2547, 1951, 1.0), (2738, 2981, 1.0), (2738, 2538, 1.0), (2738, 2830, 1.0), (2738, 2547, 1.0), (2738, 2836, 1.0), (2738, 2197, 1.0), (2738, 2841, 1.0), (2738, 2297, 1.0), (2738, 1951, 1.0), (2830, 2981, 1.0), (2830, 2538, 1.0), (2830, 2738, 1.0), (2830, 2547, 1.0), (2830, 2836, 1.0), (2830, 2197, 1.0), (2830, 2841, 1.0), (2830, 2297, 1.0), (2830, 1951, 1.0), (2836, 2981, 1.0), (2836, 2538, 1.0), (2836, 2830, 1.0), (2836, 2738, 1.0), (2836, 2547, 1.0), (2836, 2197, 1.0), (2836, 2841, 1.0), (2836, 2297, 1.0), (2836, 1951, 1.0), (2841, 2981, 1.0), (2841, 2538, 1.0), (2841, 2830, 1.0), (2841, 2738, 1.0), (2841, 2547, 1.0), (2841, 2836, 1.0), (2841, 2197, 1.0), (2841, 2297, 1.0), (2841, 1951, 1.0), (2981, 2538, 1.0), (2981, 2830, 1.0), (2981, 2738, 1.0), (2981, 2547, 1.0), (2981, 2836, 1.0), (2981, 2197, 1.0), (2981, 2841, 1.0), (2981, 2297, 1.0), (2981, 1951, 1.0)]"
0.7,0.85,3000,NO FILTER,2.129,0.069,0.32,"[(237, 1170, 0.9), (237, 734, 0.9), (273, 1248, 0.8571428571428571), (417, 725, 1.0), (421, 1221, 0.8888888888888888), (624, 1175, 1.0), (725, 417, 1.0), (734, 1170, 1.0), (734, 237, 0.9), (1170, 237, 0.9), (1170, 734, 1.0), (1175, 624, 1.0), (1221, 421, 0.8888888888888888), (1248, 273, 0.8571428571428571), (1951, 2981, 1.0), (1951, 2538, 1.0), (1951, 2830, 1.0), (1951, 2738, 1.0), (1951, 2547, 1.0), (1951, 2836, 1.0), (1951, 2197, 1.0), (1951, 2841, 1.0), (1951, 2297, 1.0), (2197, 2981, 1.0), (2197, 2538, 1.0), (2197, 2830, 1.0), (2197, 2738, 1.0), (2197, 2547, 1.0), (2197, 2836, 1.0), (2197, 2841, 1.0), (2197, 2297, 1.0), (2197, 1951, 1.0), (2278, 2493, 0.9545454545454546), (2297, 2981, 1.0), (2297, 2538, 1.0), (2297, 2830, 1.0), (2297, 2738, 1.0), (2297, 2547, 1.0), (2297, 2836, 1.0), (2297, 2197, 1.0), (2297, 2841, 1.0), (2297, 1951, 1.0), (2493, 2278, 0.9545454545454546), (2538, 2981, 1.0), (2538, 2830, 1.0), (2538, 2738, 1.0), (2538, 2547, 1.0), (2538, 2836, 1.0), (2538, 2197, 1.0), (2538, 2841, 1.0), (2538, 2297, 1.0), (2538, 1951, 1.0), (2547, 2981, 1.0), (2547, 2538, 1.0), (2547, 2830, 1.0), (2547, 2738, 1.0), (2547, 2836, 1.0), (2547, 2197, 1.0), (2547, 2841, 1.0), (2547, 2297, 1.0), (2547, 1951, 1.0), (2738, 2981, 1.0), (2738, 2538, 1.0), (2738, 2830, 1.0), (2738, 2547, 1.0), (2738, 2836, 1.0), (2738, 2197, 1.0), (2738, 2841, 1.0), (2738, 2297, 1.0), (2738, 1951, 1.0), (2830, 2981, 1.0), (2830, 2538, 1.0), (2830, 2738, 1.0), (2830, 2547, 1.0), (2830, 2836, 1.0), (2830, 2197, 1.0), (2830, 2841, 1.0), (2830, 2297, 1.0), (2830, 1951, 1.0), (2836, 2981, 1.0), (2836, 2538, 1.0), (2836, 2830, 1.0), (2836, 2738, 1.0), (2836, 2547, 1.0), (2836, 2197, 1.0), (2836, 2841, 1.0), (2836, 2297, 1.0), (2836, 1951, 1.0), (2841, 2981, 1.0), (2841, 2538, 1.0), (2841, 2830, 1.0), (2841, 2738, 1.0), (2841, 2547, 1.0), (2841, 2836, 1.0), (2841, 2197, 1.0), (2841, 2297, 1.0), (2841, 1951, 1.0), (2981, 2538, 1.0), (2981, 2830, 1.0), (2981, 2738, 1.0), (2981, 2547, 1.0), (2981, 2836, 1.0), (2981, 2197, 1.0), (2981, 2841, 1.0), (2981, 2297, 1.0), (2981, 1951, 1.0)]"
0.7,0.7,3000,CHECK FILTER,10.271,0.069,0.32,"[(96, 829, 0.7142857142857143), (202, 1009, 0.7142857142857143), (237, 1170, 0.9), (237, 734, 0.9), (238, 869, 0.8181818181818182), (259, 1136, 0.7142857142857143), (273, 1248, 0.8571428571428571), (417, 725, 1.0), (421, 1221, 0.8888888888888888), (566, 590, 0.7777777777777778), (583, 836, 0.75), (590, 566, 0.7777777777777778), (594, 721, 0.8), (624, 1175, 1.0), (653, 703, 0.75), (703, 653, 0.75), (721, 594, 0.8), (725, 417, 1.0), (733, 1223, 0.7142857142857143), (734, 237, 0.9), (734, 1170, 1.0), (829, 96, 0.7142857142857143), (836, 583, 0.75), (869, 238, 0.8181818181818182), (941, 1295, 0.7142857142857143), (1009, 202, 0.7142857142857143), (1100, 1142, 0.75), (1136, 259, 0.7142857142857143), (1142, 1100, 0.75), (1170, 237, 0.9), (1170, 734, 1.0), (1175, 624, 1.0), (1221, 421, 0.8888888888888888), (1223, 733, 0.7142857142857143), (1248, 273, 0.8571428571428571), (1295, 941, 0.7142857142857143), (1951, 2981, 1.0), (1951, 2297, 1.0), (1951, 2538, 1.0), (1951, 2830, 1.0), (1951, 2738, 1.0), (1951, 2547, 1.0), (1951, 2836, 1.0), (1951, 2197, 1.0), (1951, 2841, 1.0), (2197, 2981, 1.0), (2197, 2297, 1.0), (2197, 2538, 1.0), (2197, 2830, 1.0), (2197, 2738, 1.0), (2197, 2547, 1.0), (2197, 2836, 1.0), (2197, 2841, 1.0), (2197, 1951, 1.0), (2278, 2493, 0.9545454545454546), (2297, 2981, 1.0), (2297, 2538, 1.0), (2297, 2830, 1.0), (2297, 2738, 1.0), (2297, 2547, 1.0), (2297, 2836, 1.0), (2297, 2197, 1.0), (2297, 2841, 1.0), (2297, 1951, 1.0), (2493, 2278, 0.9545454545454546), (2538, 2981, 1.0), (2538, 2297, 1.0), (2538, 2830, 1.0), (2538, 2738, 1.0), (2538, 2547, 1.0), (2538, 2836, 1.0), (2538, 2197, 1.0), (2538, 2841, 1.0), (2538, 1951, 1.0), (2547, 2981, 1.0), (2547, 2297, 1.0), (2547, 2538, 1.0), (2547, 2830, 1.0), (2547, 2738, 1.0), (2547, 2836, 1.0), (2547, 2197, 1.0), (2547, 2841, 1.0), (2547, 1951, 1.0), (2715, 2883, 0.7), (2738, 2981, 1.0), (2738, 2297, 1.0), (2738, 2538, 1.0), (2738, 2830, 1.0), (2738, 2547, 1.0), (2738, 2836, 1.0), (2738, 2197, 1.0), (2738, 2841, 1.0), (2738, 1951, 1.0), (2830, 2981, 1.0), (2830, 2297, 1.0), (2830, 2538, 1.0), (2830, 2738, 1.0), (2830, 2547, 1.0), (2830, 2836, 1.0), (2830, 2197, 1.0), (2830, 2841, 1.0), (2830, 1951, 1.0), (2836, 2981, 1.0), (2836, 2297, 1.0), (2836, 2538, 1.0), (2836, 2830, 1.0), (2836, 2738, 1.0), (2836, 2547, 1.0), (2836, 2197, 1.0), (2836, 2841, 1.0), (2836, 1951, 1.0), (2841, 2981, 1.0), (2841, 2297, 1.0), (2841, 2538, 1.0), (2841, 2830, 1.0), (2841, 2738, 1.0), (2841, 2547, 1.0), (2841, 2836, 1.0), (2841, 2197, 1.0), (2841, 1951, 1.0), (2883, 2715, 0.7), (2981, 2297, 1.0), (2981, 2538, 1.0), (2981, 2830, 1.0), (2981, 2738, 1.0), (2981, 2547, 1.0), (2981, 2836, 1.0), (2981, 2197, 1.0), (2981, 2841, 1.0), (2981, 1951, 1.0)]"
0.7,0.75,3000,CHECK FILTER,6.62,0.069,0.32,"[(237, 1170, 0.9), (237, 734, 0.9), (238, 869, 0.8181818181818182), (273, 1248, 0.8571428571428571), (417, 725, 1.0), (421, 1221, 0.8888888888888888), (566, 590, 0.7777777777777778), (583, 836, 0.75), (590, 566, 0.7777777777777778), (594, 721, 0.8), (624, 1175, 1.0), (653, 703, 0.75), (703, 653, 0.75), (721, 594, 0.8), (725, 417, 1.0), (734, 1170, 1.0), (734, 237, 0.9), (836, 583, 0.75), (869, 238, 0.8181818181818182), (1100, 1142, 0.75), (1142, 1100, 0.75), (1170, 237, 0.9), (1170, 734, 1.0), (1175, 624, 1.0), (1221, 421, 0.8888888888888888), (1248, 273, 0.8571428571428571), (1951, 2981, 1.0), (1951, 2297, 1.0), (1951, 2538, 1.0), (1951, 2830, 1.0), (1951, 2738, 1.0), (1951, 2547, 1.0), (1951, 2836, 1.0), (1951, 2197, 1.0), (1951, 2841, 1.0), (2197, 2981, 1.0), (2197, 2297, 1.0), (2197, 2538, 1.0), (2197, 2830, 1.0), (2197, 2738, 1.0), (2197, 2547, 1.0), (2197, 2836, 1.0), (2197, 2841, 1.0), (2197, 1951, 1.0), (2278, 2493, 0.9545454545454546), (2297, 2981, 1.0), (2297, 2538, 1.0), (2297, 2830, 1.0), (2297, 2738, 1.0), (2297, 2547, 1.0), (2297, 2836, 1.0), (2297, 2197, 1.0), (2297, 2841, 1.0), (2297, 1951, 1.0), (2493, 2278, 0.9545454545454546), (2538, 2981, 1.0), (2538, 2297, 1.0), (2538, 2830, 1.0), (2538, 2738, 1.0), (2538, 2547, 1.0), (2538, 2836, 1.0), (2538, 2197, 1.0), (2538, 2841, 1.0), (2538, 1951, 1.0), (2547, 2981, 1.0), (2547, 2297, 1.0), (2547, 2538, 1.0), (2547, 2830, 1.0), (2547, 2738, 1.0), (2547, 2836, 1.0), (2547, 2197, 1.0), (2547, 2841, 1.0), (2547, 1951, 1.0), (2738, 2981, 1.0), (2738, 2297, 1.0), (2738, 2538, 1.0), (2738, 2830, 1.0), (2738, 2547, 1.0), (2738, 2836, 1.0), (2738, 2197, 1.0), (2738, 2841, 1.0), (2738, 1951, 1.0), (2830, 2981, 1.0), (2830, 2297, 1.0), (2830, 2538, 1.0), (2830, 2738, 1.0), (2830, 2547, 1.0), (2830, 2836, 1.0), (2830, 2197, 1.0), (2830, 2841, 1.0), (2830, 1951, 1.0), (2836, 2981, 1.0), (2836, 2297, 1.0), (2836, 2538, 1.0), (2836, 2830, 1.0), (2836, 2738, 1.0), (2836, 2547, 1.0), (2836, 2197, 1.0), (2836, 2841, 1.0), (2836, 1951, 1.0), (2841, 2981, 1.0), (2841, 2297, 1.0), (2841, 2538, 1.0), (2841, 2830, 1.0), (2841, 2738, 1.0), (2841, 2547, 1.0), (2841, 2836, 1.0), (2841, 2197, 1.0), (2841, 1951, 1.0), (2981, 2297, 1.0), (2981, 2538, 1.0), (2981, 2830, 1.0), (2981, 2738, 1.0), (2981, 2547, 1.0), (2981, 2836, 1.0), (2981, 2197, 1.0), (2981, 2841, 1.0), (2981, 1951, 1.0)]"
0.7,0.8,3000,CHECK FILTER,3.866,0.069,0.32,"[(237, 1170, 0.9), (237, 734, 0.9), (238, 869, 0.8181818181818182), (273, 1248, 0.8571428571428571), (417, 725, 1.0), (421, 1221, 0.8888888888888888), (594, 721, 0.8), (624, 1175, 1.0), (721, 594, 0.8), (725, 417, 1.0), (734, 1170, 1.0), (734, 237, 0.9), (869, 238, 0.8181818181818182), (1170, 237, 0.9), (1170, 734, 1.0), (1175, 624, 1.0), (1221, 421, 0.8888888888888888), (1248, 273, 0.8571428571428571), (1951, 2981, 1.0), (1951, 2297, 1.0), (1951, 2538, 1.0), (1951, 2830, 1.0), (1951, 2738, 1.0), (1951, 2547, 1.0), (1951, 2836, 1.0), (1951, 2197, 1.0), (1951, 2841, 1.0), (2197, 2981, 1.0), (2197, 2297, 1.0), (2197, 2538, 1.0), (2197, 2830, 1.0), (2197, 2738, 1.0), (2197, 2547, 1.0), (2197, 2836, 1.0), (2197, 2841, 1.0), (2197, 1951, 1.0), (2278, 2493, 0.9545454545454546), (2297, 2981, 1.0), (2297, 2538, 1.0), (2297, 2830, 1.0), (2297, 2738, 1.0), (2297, 2547, 1.0), (2297, 2836, 1.0), (2297, 2197, 1.0), (2297, 2841, 1.0), (2297, 1951, 1.0), (2493, 2278, 0.9545454545454546), (2538, 2981, 1.0), (2538, 2297, 1.0), (2538, 2830, 1.0), (2538, 2738, 1.0), (2538, 2547, 1.0), (2538, 2836, 1.0), (2538, 2197, 1.0), (2538, 2841, 1.0), (2538, 1951, 1.0), (2547, 2981, 1.0), (2547, 2297, 1.0), (2547, 2538, 1.0), (2547, 2830, 1.0), (2547, 2738, 1.0), (2547, 2836, 1.0), (2547, 2197, 1.0), (2547, 2841, 1.0), (2547, 1951, 1.0), (2738, 2981, 1.0), (2738, 2297, 1.0), (2738, 2538, 1.0), (2738, 2830, 1.0), (2738, 2547, 1.0), (2738, 2836, 1.0), (2738, 2197, 1.0), (2738, 2841, 1.0), (2738, 1951, 1.0), (2830, 2981, 1.0), (2830, 2297, 1.0), (2830, 2538, 1.0), (2830, 2738, 1.0), (2830, 2547, 1.0), (2830, 2836, 1.0), (2830, 2197, 1.0), (2830, 2841, 1.0), (2830, 1951, 1.0), (2836, 2981, 1.0), (2836, 2297, 1.0), (2836, 2538, 1.0), (2836, 2830, 1.0), (2836, 2738, 1.0), (2836, 2547, 1.0), (2836, 2197, 1.0), (2836, 2841, 1.0), (2836, 1951, 1.0), (2841, 2981, 1.0), (2841, 2297, 1.0), (2841, 2538, 1.0), (2841, 2830, 1.0), (2841, 2738, 1.0), (2841, 2547, 1.0), (2841, 2836, 1.0), (2841, 2197, 1.0), (2841, 1951, 1.0), (2981, 2297, 1.0), (2981, 2538, 1.0), (2981, 2830, 1.0), (2981, 2738, 1.0), (2981, 2547, 1.0), (2981, 2836, 1.0), (2981, 2197, 1.0), (2981, 2841, 1.0), (2981, 1951, 1.0)]"
0.7,0.85,3000,CHECK FILTER,2.169,0.069,0.32,"[(237, 1170, 0.9), (237, 734, 0.9), (273, 1248, 0.8571428571428571), (417, 725, 1.0), (421, 1221, 0.8888888888888888), (624, 1175, 1.0), (725, 417, 1.0), (734, 1170, 1.0), (734, 237, 0.9), (1170, 237, 0.9), (1170, 734, 1.0), (1175, 624, 1.0), (1221, 421, 0.8888888888888888), (1248, 273, 0.8571428571428571), (1951, 2981, 1.0), (1951, 2297, 1.0), (1951, 2538, 1.0), (1951, 2830, 1.0), (1951, 2738, 1.0), (1951, 2547, 1.0), (1951, 2836, 1.0), (1951, 2197, 1.0), (1951, 2841, 1.0), (2197, 2981, 1.0), (2197, 2297, 1.0), (2197, 2538, 1.0), (2197, 2830, 1.0), (2197, 2738, 1.0), (2197, 2547, 1.0), (2197, 2836, 1.0), (2197, 2841, 1.0), (2197, 1951, 1.0), (2278, 2493, 0.9545454545454546), (2297, 2981, 1.0), (2297, 2538, 1.0), (2297, 2830, 1.0), (2297, 2738, 1.0), (2297, 2547, 1.0), (2297, 2836, 1.0), (2297, 2197, 1.0), (2297, 2841, 1.0), (2297, 1951, 1.0), (2493, 2278, 0.9545454545454546), (2538, 2981, 1.0), (2538, 2297, 1.0), (2538, 2830, 1.0), (2538, 2738, 1.0), (2538, 2547, 1.0), (2538, 2836, 1.0), (2538, 2197, 1.0), (2538, 2841, 1.0), (2538, 1951, 1.0), (2547, 2981, 1.0), (2547, 2297, 1.0), (2547, 2538, 1.0), (2547, 2830, 1.0), (2547, 2738, 1.0), (2547, 2836, 1.0), (2547, 2197, 1.0), (2547, 2841, 1.0), (2547, 1951, 1.0), (2738, 2981, 1.0), (2738, 2297, 1.0), (2738, 2538, 1.0), (2738, 2830, 1.0), (2738, 2547, 1.0), (2738, 2836, 1.0), (2738, 2197, 1.0), (2738, 2841, 1.0), (2738, 1951, 1.0), (2830, 2981, 1.0), (2830, 2297, 1.0), (2830, 2538, 1.0), (2830, 2738, 1.0), (2830, 2547, 1.0), (2830, 2836, 1.0), (2830, 2197, 1.0), (2830, 2841, 1.0), (2830, 1951, 1.0), (2836, 2981, 1.0), (2836, 2297, 1.0), (2836, 2538, 1.0), (2836, 2830, 1.0), (2836, 2738, 1.0), (2836, 2547, 1.0), (2836, 2197, 1.0), (2836, 2841, 1.0), (2836, 1951, 1.0), (2841, 2981, 1.0), (2841, 2297, 1.0), (2841, 2538, 1.0), (2841, 2830, 1.0), (2841, 2738, 1.0), (2841, 2547, 1.0), (2841, 2836, 1.0), (2841, 2197, 1.0), (2841, 1951, 1.0), (2981, 2297, 1.0), (2981, 2538, 1.0), (2981, 2830, 1.0), (2981, 2738, 1.0), (2981, 2547, 1.0), (2981, 2836, 1.0), (2981, 2197, 1.0), (2981, 2841, 1.0), (2981, 1951, 1.0)]"
